,VFID,strain,VF_Name,cate,pro_Name
VFG043518(gb|AAN12397),VF0419,Enterococcus faecium str. TX2555,Acm,Adherence,acm
VFG045470(gb|AAM75247),VF0356,Enterococcus faecalis str. MMH594,Cytolysin,Exotoxin,cylR2
VFG045472(gb|AAM75249),VF0356,Enterococcus faecalis str. MMH594,Cytolysin,Exotoxin,cylL
VFG045473(gb|AAM75250),VF0356,Enterococcus faecalis str. MMH594,Cytolysin,Exotoxin,cylS
VFG045474(gb|AAM75251),VF0356,Enterococcus faecalis str. MMH594,Cytolysin,Exotoxin,cylM
VFG045626(gb|WP_014748741),VF0418,Enterococcus faecium DO,Scm,Adherence,scm
VFG045632(gb|WP_002286924),VF0539,Enterococcus faecium DO,EcbA,Adherence,ecbA/fss3
VFG045635(gb|WP_002296629),VF0540,Enterococcus faecium DO,SgrA,Adherence,sgrA
VFG000710(gb|AAC38364),VF0189,Escherichia coli O127:H6 str. E2348/69,Ler,Regulation,AAC38364
VFG000739(gb|AAC38392),VF0177,Escherichia coli O127:H6 str. E2348/69,Intimin,Effector delivery system,eae
VFG000750(gb|WP_001261182),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpG
VFG000751(gb|WP_000766020),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpB
VFG000752(gb|WP_000594644),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpC
VFG000755(gb|WP_000660204),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpE
VFG000757(gb|WP_001158204),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpP
VFG000760(gb|WP_000619594),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpJ
VFG000762(gb|WP_000896065),VF0174,Escherichia coli O127:H6 str. E2348/69,BFP,Adherence,bfpL
VFG000763(gb|BAA84859),VF0190,Escherichia coli B171,Per,Regulation,bfpT
VFG000764(gb|BAA84860),VF0190,Escherichia coli B171,Per,Regulation,bfpV
VFG000765(gb|BAA84861),VF0190,Escherichia coli B171,Per,Regulation,bfpW
VFG000794(gb|WP_000931693),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,espF
VFG000795(gb|WP_000245816),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escG
VFG000796(gb|WP_001053840),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escF
VFG000797(gb|WP_000228583),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesD2
VFG000799(gb|WP_000935759),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,espD
VFG000800(gb|WP_000381516),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,espA
VFG000801(gb|WP_001273445),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,sepL
VFG000802(gb|WP_000953255),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escD
VFG000803(gb|WP_000627885),VF0202,Escherichia coli O157:H7 str. EDL933,Intimin,Effector delivery system,eae
VFG000804(gb|WP_000098793),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesT
VFG000805(gb|WP_001301454),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,tir
VFG000806(gb|WP_000492638),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,map
VFG000807(gb|WP_001003065),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesF
VFG000808(gb|WP_001302249),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,espH
VFG000809(gb|WP_000803687),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,sepQ/escQ
VFG000810(gb|WP_001303723),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escP
VFG000811(gb|WP_001062956),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escO
VFG000812(gb|WP_000622545),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escN
VFG000813(gb|WP_001037814),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escV
VFG000814(gb|WP_001050992),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesL
VFG000815(gb|WP_000386949),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,sepZ/espZ
VFG000816(gb|WP_001302733),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escI
VFG000817(gb|WP_000716189),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escJ
VFG000818(gb|WP_001063681),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,sepD
VFG000819(gb|WP_000723942),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escC
VFG000820(gb|WP_000087467),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesD
VFG000821(gb|WP_000444180),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,glrA
VFG000822(gb|WP_000605370),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,glrR
VFG000823(gb|WP_000720639),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,etgA
VFG000824(gb|WP_001291694),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escU
VFG000825(gb|WP_001002833),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escT
VFG000826(gb|WP_000379425),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escS
VFG000827(gb|WP_001299599),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escR
VFG000828(gb|WP_000780681),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escL
VFG000829(gb|WP_000151812),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escK
VFG000830(gb|WP_001301632),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,cesAB
VFG000831(gb|WP_000628731),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,escE
VFG000832(gb|WP_001055728),VF0192,Escherichia coli O157:H7 str. EDL933,Ler,Regulation,ler
VFG000833(gb|WP_001301460),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,espG
VFG000834(gb|WP_000823897),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,rorf1
VFG000835(gb|WP_000691354),VF0206,Escherichia coli O157:H7 str. EDL933,Stx,Exotoxin,stx1A
VFG000836(gb|WP_000752026),VF0206,Escherichia coli O157:H7 str. EDL933,Stx,Exotoxin,stx1B
VFG000837(gb|WP_000649753),VF0206,Escherichia coli O157:H7 str. EDL933,Stx,Exotoxin,stx2A
VFG000838(gb|WP_000738068),VF0206,Escherichia coli O157:H7 str. EDL933,Stx,Exotoxin,stx2B
VFG000839(gb|WP_001449026),VF0194,Escherichia coli O157:H7 str. EDL933,Paa,Adherence,paa
VFG000840(gb|WP_000217739),VF0207,Escherichia coli O157:H7 str. EDL933,Hemolysin,Exotoxin,hlyA
VFG000841(gb|WP_000987091),VF0207,Escherichia coli O157:H7 str. EDL933,Hemolysin,Exotoxin,hlyB
VFG000842(gb|WP_000839950),VF0207,Escherichia coli O157:H7 str. EDL933,Hemolysin,Exotoxin,hlyC
VFG000843(gb|WP_001213545),VF0207,Escherichia coli O157:H7 str. EDL933,Hemolysin,Exotoxin,hlyD
VFG000844(gb|WP_001034100),VF0208,Escherichia coli O157:H7 str. EDL933,EspP,Effector delivery system,espP
VFG000845(gb|WP_000581721),VF0203,Escherichia coli O157:H7 str. EDL933,ToxB,Effector delivery system,toxB
VFG000846(gb|WP_001358886),VF0209,Escherichia coli O157:H7 str. EDL933,StcE,Exoenzyme,stcE
VFG000859(gb|CBG37421),VF0219,Escherichia coli O44:H18 042,ShET1,Exotoxin,set1A
VFG000860(gb|CBG37420),VF0219,Escherichia coli O44:H18 042,ShET1,Exotoxin,set1B
VFG000861(gb|WP_001045649),VF0218,Escherichia coli O44:H18 042,Pic,Effector delivery system,pic
VFG000862(gb|WP_014639426),VF0217,Escherichia coli O44:H18 042,Pet,Effector delivery system,pet
VFG000871(gb|WP_000790574),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimB
VFG000872(gb|WP_000044711),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimE
VFG000873(gb|WP_000695571),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimA
VFG000874(gb|WP_000824100),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimI
VFG000875(gb|WP_000066579),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimC
VFG000876(gb|WP_000120946),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimD
VFG000877(gb|WP_001244821),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimF
VFG000878(gb|WP_000872015),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimG
VFG000879(gb|WP_000832235),VF0221,Escherichia coli CFT073,Type 1 fimbriae,Adherence,fimH
VFG000880(gb|WP_000006206),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papI
VFG000881(gb|WP_000930062),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papB
VFG000882(gb|WP_000597756),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papA
VFG000883(gb|WP_001239363),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papH
VFG000884(gb|WP_000654937),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papC
VFG000885(gb|WP_000265729),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papD
VFG000886(gb|WP_000261297),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papJ
VFG000887(gb|WP_000597713),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papK
VFG000888(gb|WP_000723799),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papE
VFG000889(gb|WP_000113351),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papF
VFG000890(gb|WP_000758683),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papG
VFG000891(gb|WP_000006208),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papI
VFG000892(gb|WP_000930062),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papB
VFG000893(gb|WP_021528706),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papA
VFG000894(gb|WP_001239363),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papH
VFG000895(gb|WP_000654937),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papC
VFG000901(gb|WP_000758684),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papG
VFG000902(gb|WP_001034089),VF0231,Escherichia coli CFT073,Sat,Effector delivery system,sat
VFG000903(gb|WP_001045652),VF0232,Escherichia coli CFT073,Pic,Effector delivery system,pic
VFG000905(gb|WP_001546261),VF0225,Escherichia coli CFT073,<alpha>-Hemolysin,Exotoxin,hlyC
VFG000906(gb|WP_001142375),VF0225,Escherichia coli CFT073,<alpha>-Hemolysin,Exotoxin,hlyA
VFG000907(gb|WP_000376545),VF0225,Escherichia coli CFT073,<alpha>-Hemolysin,Exotoxin,hlyB
VFG000908(gb|WP_000860472),VF0225,Escherichia coli CFT073,<alpha>-Hemolysin,Exotoxin,hlyD
VFG000909(gb|WP_000768217),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focA
VFG000910(gb|WP_000703304),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focI
VFG000911(gb|WP_000975445),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focC
VFG000912(gb|WP_001443207),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focD
VFG000913(gb|WP_000237770),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focF
VFG000914(gb|WP_000767894),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focG
VFG000915(gb|WP_001234179),VF0224,Escherichia coli CFT073,F1C fimbriae,Adherence,focH
VFG000916(gb|WP_001017192),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuS
VFG000917(gb|WP_000089583),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuA
VFG000918(gb|WP_001312167),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuT
VFG000919(gb|WP_001095619),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuW
VFG000920(gb|WP_000020034),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuX
VFG000921(gb|WP_000189356),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuY
VFG000922(gb|WP_000910402),VF0227,Escherichia coli CFT073,Chu,Nutritional/Metabolic factor,chuU
VFG000923(gb|WP_001034892),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepA
VFG000924(gb|WP_001234311),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepB
VFG000925(gb|WP_000140634),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepC
VFG000926(gb|WP_001443194),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepD
VFG000927(gb|WP_000096764),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepE
VFG000928(gb|WP_000640938),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,fepG
VFG000929(gb|WP_001375021),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entD
VFG000930(gb|WP_000077767),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entF
VFG000931(gb|WP_001336900),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entC
VFG000932(gb|WP_000026784),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entE
VFG000933(gb|WP_001007140),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entB
VFG000934(gb|WP_000348393),VF0228,Escherichia coli CFT073,Enterobactin,Nutritional/Metabolic factor,entA
VFG000935(gb|WP_001222189),VF0230,Escherichia coli CFT073,Salmochelin siderophore,Nutritional/Metabolic factor,iroN
VFG000936(gb|WP_016265865),VF0229,Escherichia coli CFT073,Aerobactin,Nutritional/Metabolic factor,iutA
VFG000937(gb|WP_000750139),VF0229,Escherichia coli CFT073,Aerobactin,Nutritional/Metabolic factor,iucD
VFG000938(gb|WP_001015709),VF0229,Escherichia coli CFT073,Aerobactin,Nutritional/Metabolic factor,iucC
VFG000939(gb|WP_001287497),VF0229,Escherichia coli CFT073,Aerobactin,Nutritional/Metabolic factor,iucB
VFG000940(gb|WP_001299620),VF0229,Escherichia coli CFT073,Aerobactin,Nutritional/Metabolic factor,iucA
VFG000942(gb|AAK16475),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draA
VFG000943(gb|AAK16476),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draB
VFG000944(gb|AAK16477),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draC
VFG000945(gb|AAK16478),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draD
VFG000946(gb|AAK16479),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draP
VFG001424(gb|AAB65153),VF0212,Escherichia coli EC7372,Afa/Dr family,Adherence,draE2
VFG001428(gb|AAK16480),VF0223,Escherichia coli O75:K5:H- str. IH11128,Dr adhesins,Adherence,draE
VFG001443(gb|AAF37887),VF0236,Escherichia coli O18:K1:H7 str. RS218,OmpA,Invasion,ompA
VFG001444(gb|AAG10151),VF0238,Escherichia coli O18:K1:H7 str. RS218,AslA,Invasion,aslA
VFG001445(gb|AAA92657),VF0241,Escherichia coli,TraJ,Invasion,AAA92657
VFG001446(gb|WP_000768218),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaA
VFG001447(gb|CAA50007),VF0240,Escherichia coli str. E-B35,CNF-1,Exotoxin,cnf1
VFG001713(gb|WP_001298062),VF0220,Escherichia coli CFT073,P fimbriae,Adherence,papX
VFG002039(gb|WP_001353651),VF0211,Escherichia coli O78:H11:K80 str. H10407,Heat-stable toxin (ST),Exotoxin,estIa
VFG002121(gb|WP_001025672),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,nleA/espI
VFG002122(gb|WP_115801843),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,nleC
VFG002123(gb|WP_001247926),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,nleD
VFG002412(gb|WP_000716386),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,yagY/ecpB
VFG002413(gb|WP_000389022),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,ykgK/ecpR
VFG002414(gb|WP_000730972),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,yagZ/ecpA
VFG002415(gb|WP_001131063),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,yagX/ecpC
VFG002416(gb|WP_001265657),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,yagW/ecpD
VFG002417(gb|WP_001301550),VF0404,Escherichia coli O157:H7 str. EDL933,ECP,Adherence,yagV/ecpE
VFG012327(gb|WP_011076307),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaC
VFG012329(gb|WP_000046976),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaB
VFG012333(gb|WP_000703306),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaD
VFG012335(gb|WP_000975448),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaE
VFG012337(gb|WP_001370792),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaF
VFG012339(gb|WP_000237768),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaG
VFG012341(gb|WP_000767895),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaS
VFG012343(gb|WP_001234182),VF0222,Escherichia coli UTI89,S fimbriae,Adherence,sfaH
VFG012362(gb|WP_001092000),VF0191,Escherichia coli O157:H7 str. EDL933,TTSS,Effector delivery system,espB
VFG012436(gb|WP_010904784),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,espFu/tccP
VFG012438(gb|WP_000022458),VF1110,Escherichia coli O157:H7 str. EDL933,TTSS secreted effectors,Effector delivery system,espJ
VFG012493(gb|WP_000528123),VF0226,Escherichia coli UTI89,CNF-1,Exotoxin,cnf1
VFG012501(gb|WP_000271272),VF0230,Escherichia coli CFT073,Salmochelin siderophore,Nutritional/Metabolic factor,iroE
VFG012505(gb|WP_000933673),VF0230,Escherichia coli CFT073,Salmochelin siderophore,Nutritional/Metabolic factor,iroD
VFG012509(gb|WP_001111200),VF0230,Escherichia coli CFT073,Salmochelin siderophore,Nutritional/Metabolic factor,iroC
VFG012513(gb|WP_001221122),VF0230,Escherichia coli CFT073,Salmochelin siderophore,Nutritional/Metabolic factor,iroB
VFG012591(gb|WP_001017167),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuS
VFG012597(gb|WP_000089593),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuA
VFG012603(gb|WP_001302516),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuT
VFG012609(gb|WP_000993317),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuW
VFG012615(gb|WP_000020049),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuX
VFG012621(gb|WP_000189352),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuY
VFG012627(gb|WP_000910392),VF0234,Escherichia coli O157:H7 str. EDL933,Chu,Nutritional/Metabolic factor,chuU
VFG033387(gb|WP_001370792),VF0235,Escherichia coli O18:K1:H7 str. IHE3034,S fimbriae,Adherence,sfaF
VFG033389(gb|WP_000237766),VF0235,Escherichia coli O18:K1:H7 str. IHE3034,S fimbriae,Adherence,sfaG
VFG033393(gb|WP_001234181),VF0235,Escherichia coli O18:K1:H7 str. IHE3034,S fimbriae,Adherence,sfaH
VFG033422(gb|WP_000245814),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escG
VFG033439(gb|WP_000228584),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,cesD2
VFG033448(gb|WP_001091991),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,espB
VFG033457(gb|WP_000935757),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,espD
VFG033466(gb|WP_000381567),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,espA
VFG033475(gb|WP_001273446),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,sepL
VFG033484(gb|WP_000953248),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escD
VFG033493(gb|WP_000098791),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,cesT
VFG033502(gb|WP_001005220),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,cesF
VFG033511(gb|WP_000803678),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,sepQ/escQ
VFG033520(gb|WP_012579021),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escP
VFG033527(gb|WP_001062956),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escO
VFG033536(gb|WP_000622543),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escN
VFG033545(gb|WP_001037821),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escV
VFG033554(gb|WP_001050992),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,cesL
VFG033562(gb|WP_001059798),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escI
VFG033570(gb|WP_000716189),VF0172,Escherichia coli O127:H6 str. E2348/69,TTSS,Effector delivery system,escJ
